sample_name	reference	strain	sampleacc	studyaccession	species	species_match	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	date	strain2	main_st	neonate	major_wards	amikacin_30	ampicillin_10	ampicillin_2	augmentin_30	cefoxitin_10_(clox)	cefoxitin_30	cefpodoxime_10	cefpodoxime_10_(ceftriaxone)	ceftazidime	ceftriaxone_30	ceftriaxone_5	chloramphenicol_10	chloramphenicol_30	ciprofloxacin_(e-test)	ciprofloxacin_5	co-trimoxazole_25	cotrimoxazole_25	erythromycin_15	erythromycin_5	gentamicin_10	gentamicin10	meropenem	meropenem_10	oxacillin_1_(pen)	pefloxacin_5	penicillin_1	piperacillin/_tazobactam(ptz)	piperacillin/tazobactam_36	quinupristin/dalfopristin_(qd15)	tetracycline_10	tetracycline_30	vancomycin_5
ERR12059166	this study	42092_2#216	ERS7985163	ERP126322	Klebsiella pneumoniae	strong	0	0	3	5	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059167	this study	42092_2#217	ERS7985128	ERP126322	Klebsiella pneumoniae	strong	0	1	9	17	2008	NA	other	u	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059168	this study	42092_2#218	ERS7985164	ERP126322	Klebsiella pneumoniae	strong	0	1	9	23	2011	NA	ST37	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059169	this study	42092_2#219	ERS7985130	ERP126322	Klebsiella pneumoniae	strong	0	1	6	7	2008	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058971	this study	42092_2#21	ERS7985078	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2007	NA	ST36	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059170	this study	42092_2#220	ERS7985165	ERP126322	Klebsiella pneumoniae	strong	1	1	8	16	2011	NA	ST101	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059171	this study	42092_2#221	ERS7985129	ERP126322	Klebsiella pneumoniae	strong	0	0	5	7	2008	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059172	this study	42092_2#222	ERS7985167	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	0	4	4	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059173	this study	42092_2#223	ERS7985131	ERP126322	Klebsiella pneumoniae	strong	1	1	7	10	NA	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059174	this study	42092_2#224	ERS7985166	ERP126322	Klebsiella pneumoniae	strong	0	1	9	23	2011	NA	ST37	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059176	this study	42092_2#226	ERS7985035	ERP126322	Klebsiella pneumoniae	strong	0	0	7	9	2006	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059177	this study	42092_2#227	ERS7984996	ERP126322	Klebsiella pneumoniae	strong	3	0	5	9	1999	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059178	this study	42092_2#228	ERS7985036	ERP126322	Klebsiella pneumoniae	strong	0	0	5	6	2006	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059180	this study	42092_2#230	ERS7985037	ERP126322	Klebsiella pneumoniae	strong	0	0	7	9	2006	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059181	this study	42092_2#231	ERS7984998	ERP126322	Klebsiella pneumoniae	strong	4	0	4	6	1999	NA	ST86	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059182	this study	42092_2#232	ERS7985038	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2006	NA	other	u	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059184	this study	42092_2#234	ERS7985039	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2006	NA	other	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059185	this study	42092_2#235	ERS7985000	ERP126322	Klebsiella pneumoniae	strong	0	0	4	6	NA	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059186	this study	42092_2#236	ERS7985040	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2006	NA	other	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059187	this study	42092_2#237	ERS7985001	ERP126322	Klebsiella pneumoniae	strong	1	0	8	8	NA	NA	ST48	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059188	this study	42092_2#238	ERS7985041	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2017	NA	other	u	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059189	this study	42092_2#239	ERS7985002	ERP126322	Klebsiella pneumoniae	strong	3	0	7	11	1998	NA	ST17	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059190	this study	42092_2#240	ERS7985042	ERP126322	Klebsiella pneumoniae	strong	0	1	8	16	2007	NA	ST14	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059191	this study	42092_2#241	ERS7985134	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	0	3	3	2008	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059192	this study	42092_2#242	ERS7985168	ERP126322	Klebsiella pneumoniae	strong	0	1	7	8	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059193	this study	42092_2#243	ERS7985132	ERP126322	Klebsiella pneumoniae	strong	0	0	0	0	2008	NA	other	u	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059194	this study	42092_2#244	ERS7985169	ERP126322	Klebsiella pneumoniae	strong	1	1	9	22	2011	NA	ST17	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059195	this study	42092_2#245	ERS7985133	ERP126322	Klebsiella pneumoniae	strong	0	0	5	8	2008	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059196	this study	42092_2#246	ERS7985170	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059197	this study	42092_2#247	ERS7985138	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2008	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059199	this study	42092_2#249	ERS7985135	ERP126322	Klebsiella pneumoniae	strong	1	1	7	9	2008	NA	ST101	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058974	this study	42092_2#24	ERS7985263	ERP126322	Klebsiella pneumoniae	strong	1	1	7	10	2010	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059200	this study	42092_2#250	ERS7985172	ERP126322	Klebsiella variicola subsp. variicola	strong	3	0	6	10	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059201	this study	42092_2#251	ERS7985137	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2009	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059202	this study	42092_2#252	ERS7985174	ERP126322	Klebsiella pneumoniae	strong	0	1	7	8	2011	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059203	this study	42092_2#253	ERS7985136	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	0	0	0	0	2009	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059204	this study	42092_2#254	ERS7985173	ERP126322	Klebsiella pneumoniae	strong	0	1	7	10	2011	NA	ST15	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059205	this study	42092_2#255	ERS7985139	ERP126322	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	0	0	1	1	2009	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059206	this study	42092_2#256	ERS7985175	ERP126322	Klebsiella pneumoniae	strong	0	1	4	4	2011	NA	ST17	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059208	this study	42092_2#258	ERS7985043	ERP126322	Klebsiella pneumoniae	strong	1	1	7	12	2007	NA	ST101	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058975	this study	42092_2#25	ERS7985080	ERP126322	Klebsiella pneumoniae	strong	0	1	6	8	2008	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059210	this study	42092_2#260	ERS7985045	ERP126322	Klebsiella pneumoniae	strong	0	0	6	8	NA	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059212	this study	42092_2#262	ERS7985046	ERP126322	Klebsiella pneumoniae	strong	1	1	5	6	2007	NA	ST101	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059214	this study	42092_2#264	ERS7985047	ERP126322	Klebsiella pneumoniae	strong	0	1	8	16	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059216	this study	42092_2#266	ERS7985048	ERP126322	Klebsiella pneumoniae	strong	3	0	3	5	2007	NA	ST86	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059217	this study	42092_2#267	ERS7985008	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	1999	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059218	this study	42092_2#268	ERS7985049	ERP126322	Klebsiella pneumoniae	strong	0	1	7	10	2007	NA	ST17	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059219	this study	42092_2#269	ERS7985009	ERP126322	Klebsiella pneumoniae	strong	3	0	6	7	1998	NA	ST86	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058976	this study	42092_2#26	ERS7985264	ERP126322	Klebsiella pneumoniae	strong	0	1	7	8	2010	NA	ST14	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059220	this study	42092_2#270	ERS7985050	ERP126322	Klebsiella pneumoniae	strong	0	0	1	1	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059221	this study	42092_2#271	ERS7985010	ERP126322	Klebsiella pneumoniae	strong	4	0	4	6	1998	NA	ST86	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059222	this study	42092_2#272	ERS7985051	ERP126322	Klebsiella pneumoniae	strong	1	1	9	17	2007	NA	ST48	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059223	this study	42092_2#273	ERS7985141	ERP126322	Klebsiella pneumoniae	strong	3	0	0	0	2009	NA	ST25	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059224	this study	42092_2#274	ERS7985176	ERP126322	Klebsiella pneumoniae	strong	0	1	9	18	2011	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059225	this study	42092_2#275	ERS7985142	ERP126322	Klebsiella pneumoniae	strong	1	0	5	6	2009	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059226	this study	42092_2#276	ERS7985177	ERP126322	Klebsiella pneumoniae	strong	0	1	7	8	2011	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059227	this study	42092_2#277	ERS7985140	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2009	NA	ST101	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059228	this study	42092_2#278	ERS7985178	ERP126322	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	0	0	4	4	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059229	this study	42092_2#279	ERS7985143	ERP126322	Klebsiella pneumoniae	strong	0	1	6	9	2009	NA	ST101	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058977	this study	42092_2#27	ERS7985081	ERP126322	Klebsiella pneumoniae	strong	1	0	5	6	2008	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059230	this study	42092_2#280	ERS7985179	ERP126322	Klebsiella variicola subsp. variicola	strong	1	0	0	0	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059231	this study	42092_2#281	ERS7985145	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2009	NA	ST17	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059232	this study	42092_2#282	ERS7985181	ERP126322	Klebsiella pneumoniae	strong	5	1	6	6	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059233	this study	42092_2#283	ERS7985146	ERP126322	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	0	0	5	6	2009	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059234	this study	42092_2#284	ERS7985180	ERP126322	Klebsiella pneumoniae	strong	1	1	8	12	2011	NA	ST39	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059235	this study	42092_2#285	ERS7985147	ERP126322	Klebsiella pneumoniae	strong	3	0	0	0	2009	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059236	this study	42092_2#286	ERS7985182	ERP126322	Klebsiella pneumoniae	strong	0	0	2	2	2012	NA	other	n	PAEDIATRIC SPECIAL CARE WARD	NA	I	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	S	NA	R	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059237	this study	42092_2#287	ERS7985144	ERP126322	Klebsiella pneumoniae	strong	0	1	6	6	2009	NA	ST14	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059238	this study	42092_2#288	ERS7985183	ERP126322	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	1	0	3	3	2011	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058978	this study	42092_2#28	ERS7985265	ERP126322	Klebsiella pneumoniae	strong	1	0	5	6	2010	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059240	this study	42092_2#290	ERS7985052	ERP126322	Klebsiella pneumoniae	strong	0	0	3	3	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059242	this study	42092_2#292	ERS7985053	ERP126322	Klebsiella pneumoniae	strong	0	1	10	21	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059244	this study	42092_2#294	ERS7985054	ERP126322	Klebsiella pneumoniae	strong	0	1	7	13	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059246	this study	42092_2#296	ERS7985055	ERP126322	Klebsiella pneumoniae	strong	0	0	6	8	2007	NA	ST29	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059248	this study	42092_2#298	ERS7985056	ERP126322	Klebsiella pneumoniae	strong	0	0	8	15	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059249	this study	42092_2#299	ERS7985016	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2004	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058979	this study	42092_2#29	ERS7985082	ERP126322	Klebsiella pneumoniae	strong	1	1	8	11	2008	NA	ST25	y	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12058952	this study	42092_2#2	ERS7984897	ERP126322	Klebsiella pneumoniae	strong	0	0	5	6	2005	NA	ST14	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059251	this study	42092_2#301	ERS7985018	ERP126322	Klebsiella pneumoniae	strong	3	0	6	7	2004	NA	ST86	u	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059252	this study	42092_2#302	ERS7985058	ERP126322	Klebsiella variicola subsp. variicola	strong	0	0	0	0	2007	NA	other	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR12059253	this study	42092_2#303	ERS7985017	ERP126322	Klebsiella pneumoniae	strong	4	0	4	6	2004	NA	ST86	n	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
